id,age,experience_years,education_level,hours_per_week,annual_income,credit_score,will_purchase
8009,57,38,Masters,55,82134,716,1
8010,59,35,Masters,22,44419,608,0
8011,54,34,Bachelors,49,92270,533,0
8012,60,42,Bachelors,41,92148,554,0
8013,41,19,HighSchool,27,50764,624,1
8014,66,43,Masters,46,90978,703,1
8015,22,2,PhD,46,6103,699,0
8016,50,32,Masters,23,63953,559,0
8017,37,12,HighSchool,35,53441,773,1
8018,28,6,Masters,32,45452,644,0
8019,45,22,Masters,34,66372,705,1
8020,22,0,Bachelors,39,47372,570,0
8021,67,46,PhD,24,64661,771,1
8022,63,41,Bachelors,27,82598,656,1
8023,61,37,Bachelors,21,47446,549,0
8024,41,20,HighSchool,31,60670,706,1
8025,65,41,Masters,57,71175,675,1
8026,47,29,PhD,48,56166,565,0
8027,36,14,Bachelors,52,22247,734,0
8028,32,14,PhD,21,37190,657,0
8029,20,1,HighSchool,26,67844,850,1
8030,36,18,Masters,45,45192,613,0
8031,26,7,HighSchool,52,20330,662,0
8032,59,41,HighSchool,37,80078,676,1
8033,21,3,PhD,30,25341,548,0
8034,64,42,Bachelors,21,72485,742,1
8035,19,0,Masters,23,31742,630,0
8036,22,4,PhD,22,25693,600,0
8037,31,12,HighSchool,42,45589,656,0
8038,23,0,PhD,55,30478,713,0
8039,18,0,PhD,42,25496,605,0
8040,34,13,Masters,24,41274,662,0
8041,40,21,Masters,28,69047,616,1
8042,61,41,HighSchool,41,84821,564,0
8043,25,6,Masters,27,59494,752,1
8044,45,25,PhD,26,56848,766,1
8045,57,36,Masters,27,78189,657,1
8046,44,21,HighSchool,60,62507,758,1
8047,49,29,Masters,42,73685,783,1
8048,20,0,Bachelors,51,42986,622,0
8049,18,0,Bachelors,40,30069,562,0
8050,37,14,Bachelors,39,65436,610,1
8051,45,27,PhD,57,87189,736,1
8052,32,11,PhD,22,41913,657,0
8053,55,34,HighSchool,57,113703,632,1
8054,63,41,HighSchool,21,83250,560,0
8055,50,31,Bachelors,59,52462,682,1
8056,68,48,Bachelors,53,64135,631,1
8057,37,18,Masters,57,66265,609,1
8058,27,4,Masters,60,51223,752,1
8059,70,52,Bachelors,45,76587,694,1
8060,48,27,PhD,60,58000,610,1
8061,45,23,HighSchool,25,60659,656,1
8062,67,47,Bachelors,49,98207,694,1
8063,19,0,PhD,50,16914,651,0
8064,60,36,PhD,49,75613,649,1
8065,18,0,Masters,23,308,647,0
8066,58,35,HighSchool,34,81407,760,1
8067,40,15,Bachelors,23,24181,610,0
8068,68,44,PhD,25,87341,588,0
8069,28,10,HighSchool,48,61832,511,0
8070,55,32,HighSchool,28,45603,741,0
8071,43,25,PhD,57,60672,665,1
8072,23,5,Masters,20,22278,563,0
8073,65,45,PhD,45,95903,620,1
8074,44,26,PhD,34,69184,619,1
8075,70,47,HighSchool,45,78070,695,1
8076,49,25,HighSchool,41,51135,717,1
8077,19,1,Masters,23,25950,629,0
8078,31,13,PhD,60,43373,604,0
8079,62,44,Masters,43,112378,548,0
8080,37,18,Masters,24,55313,604,1
8081,44,25,PhD,23,40793,728,0
8082,56,38,PhD,45,85380,669,1
8083,58,39,Masters,59,91899,616,1
8084,49,27,HighSchool,35,87009,775,1
8085,46,21,Masters,56,73590,556,0
8086,25,0,PhD,48,32780,663,0
8087,62,44,Masters,32,88652,593,0
8088,30,11,Masters,48,25917,781,0
8089,26,6,Masters,23,31713,598,0
8090,53,29,HighSchool,32,69337,642,1
8091,45,20,Masters,55,34098,708,0
8092,43,18,Masters,33,53334,588,0
8093,22,0,Bachelors,36,8487,482,0
8094,49,27,Bachelors,58,85885,617,1
8095,51,32,Bachelors,23,60916,655,1
8096,70,52,Bachelors,51,69073,615,1
8097,25,7,Bachelors,60,65064,759,1
8098,50,30,Bachelors,36,89665,579,0
8099,43,25,HighSchool,56,49858,668,0
8100,51,28,HighSchool,45,51597,703,1
8101,49,25,Masters,39,59681,744,1
8102,35,14,Masters,45,47055,576,0
8103,59,39,Bachelors,30,98652,640,1
8104,46,26,PhD,26,70781,656,1
8105,59,41,Bachelors,44,111368,666,1
8106,51,29,PhD,42,63800,558,0
8107,23,0,PhD,54,21036,646,0
8108,34,13,Bachelors,57,41278,667,0
8109,30,11,HighSchool,31,43812,708,0
8110,46,22,HighSchool,60,60587,700,1
8111,64,43,PhD,34,66293,719,1
8112,20,2,Masters,48,22932,752,0
8113,47,25,PhD,45,63666,617,1
8114,63,42,Masters,31,79037,637,1
8115,28,6,Bachelors,51,16475,621,0
8116,28,7,Masters,45,38384,548,0
8117,38,19,Bachelors,27,51445,576,0
8118,43,25,PhD,22,69011,686,1
8119,45,22,PhD,52,51701,551,0
8120,26,3,PhD,43,12675,612,0
8121,31,8,Masters,60,65859,600,0
8122,37,15,Masters,21,32795,515,0
8123,53,29,Bachelors,53,78125,618,1
8124,34,10,PhD,58,50029,564,0
8125,34,12,PhD,22,56358,733,1
8126,68,45,Bachelors,31,74249,548,0
8127,32,13,Masters,32,47922,651,0
8128,56,37,HighSchool,38,69406,546,0
8129,51,27,HighSchool,24,48182,715,0
8130,66,45,Bachelors,37,87189,625,1
8131,56,36,Masters,42,74863,679,1
8132,31,10,PhD,55,35831,642,0
8133,49,27,Bachelors,42,91730,668,1
8134,37,16,Bachelors,22,54474,565,0
8135,70,52,HighSchool,48,80489,645,1
8136,39,16,HighSchool,22,47462,605,0
8137,65,42,PhD,60,69725,554,0
8138,63,45,Bachelors,45,93978,612,1
8139,42,23,Masters,31,73587,636,1
8140,23,0,HighSchool,47,33273,610,0
8141,38,14,PhD,24,32716,585,0
8142,67,47,Masters,35,70587,694,1
8143,22,0,Bachelors,48,24015,544,0
8144,48,27,HighSchool,44,93172,708,1
8145,43,25,HighSchool,51,52943,545,0
8146,56,32,Masters,21,68939,635,1
8147,70,50,Masters,46,82006,539,0
8148,61,38,PhD,28,63282,667,1
8149,69,44,PhD,50,79180,686,1
8150,26,5,Masters,50,41914,593,0
8151,25,4,PhD,37,34969,643,0
8152,26,6,PhD,42,46164,553,0
8153,45,22,Bachelors,56,66993,752,1
8154,48,25,PhD,31,34938,683,0
8155,39,17,HighSchool,34,54210,558,0
8156,50,29,PhD,43,57938,607,1
8157,43,21,Bachelors,31,42914,523,0
8158,34,9,HighSchool,41,42585,704,0
8159,43,20,Bachelors,59,48191,548,0
8160,18,0,PhD,44,37502,508,0
8161,28,3,HighSchool,37,45936,584,0
8162,39,19,PhD,24,58321,597,0
8163,62,41,Masters,37,81560,686,1
8164,55,30,Bachelors,55,67570,700,1
8165,29,7,HighSchool,29,202,497,0
8166,34,16,Masters,47,38574,643,0
8167,64,46,PhD,45,98707,791,1
8168,34,14,PhD,30,36234,768,0
8169,24,5,Masters,48,31040,635,0
8170,68,49,Masters,46,114911,751,1
8171,28,9,PhD,33,28451,704,0
8172,23,2,PhD,32,34785,655,0
8173,58,37,HighSchool,56,78477,617,1
8174,45,21,HighSchool,47,71328,751,1
8175,60,36,PhD,50,89124,602,1
8176,65,46,Bachelors,31,77101,734,1
8177,58,38,Bachelors,36,54613,653,1
8178,53,29,PhD,22,77891,643,1
8179,43,18,HighSchool,60,57140,752,1
8180,40,15,Bachelors,41,36411,668,0
8181,29,8,Masters,29,34168,636,0
8182,19,0,Masters,24,29962,724,0
8183,34,11,Masters,28,58705,647,1
8184,70,51,HighSchool,42,106677,590,0
8185,29,9,HighSchool,55,61971,709,1
8186,23,0,HighSchool,58,53493,634,1
8187,19,0,PhD,50,11692,493,0
8188,56,35,HighSchool,33,95745,727,1
8189,37,14,Bachelors,55,58308,716,1
8190,36,16,Masters,40,80603,639,1
8191,41,20,Bachelors,31,55878,622,1
8192,24,4,Masters,39,31237,577,0
8193,67,48,Masters,57,77346,599,0
8194,54,29,PhD,22,63968,758,1
8195,48,30,Masters,47,46490,626,0
8196,41,20,Bachelors,22,61361,672,1
8197,31,8,Masters,43,17092,750,0
8198,30,6,PhD,59,22102,643,0
8199,32,8,PhD,35,14475,716,0
8200,37,15,Masters,57,47623,648,0
8201,60,36,Bachelors,28,77896,514,0
8202,66,45,Bachelors,60,119406,672,1
8203,68,50,Masters,28,101712,581,0
8204,27,7,HighSchool,25,28891,621,0
8205,46,24,Bachelors,60,58165,712,1
8206,60,35,Bachelors,23,47089,597,0
8207,50,25,Bachelors,27,86865,740,1
8208,31,11,Bachelors,57,51988,463,0
8209,20,1,Masters,20,34322,481,0
8210,61,38,Masters,39,61530,654,1
8211,45,27,PhD,52,78788,661,1
8212,37,19,HighSchool,40,45215,551,0
8213,44,26,HighSchool,32,83047,745,1
8214,35,14,Bachelors,46,64714,650,1
8215,34,13,Bachelors,26,42742,616,0
8216,40,18,Masters,59,44443,574,0
8217,57,37,HighSchool,50,46771,546,0
8218,56,32,HighSchool,58,83022,611,1
8219,36,17,PhD,46,44697,749,0
8220,26,8,Masters,56,39490,743,0
8221,68,44,HighSchool,56,121045,640,1
8222,22,0,HighSchool,26,28343,586,0
8223,70,49,PhD,21,76234,609,1
8224,56,34,Masters,60,84343,611,1
8225,35,10,Bachelors,28,67657,699,1
8226,44,26,HighSchool,43,67422,694,1
8227,58,40,Masters,34,89303,758,1
8228,45,25,Masters,55,38110,609,0
8229,59,41,Masters,58,74841,651,1
8230,35,12,Masters,42,53740,646,1
8231,43,22,Bachelors,38,71034,662,1
8232,66,41,Masters,26,95758,698,1
8233,31,8,Bachelors,56,47063,652,0
8234,50,31,PhD,45,47833,651,0
8235,57,34,Bachelors,24,101011,632,1
8236,39,15,HighSchool,36,45512,607,0
8237,34,14,HighSchool,22,61435,648,1
8238,60,40,Masters,54,90486,595,0
8239,50,29,HighSchool,32,54077,656,1
8240,48,27,HighSchool,29,98254,708,1
8241,68,44,Masters,53,74618,734,1
8242,47,25,PhD,55,75073,671,1
8243,19,0,HighSchool,37,36232,652,0
8244,22,3,Bachelors,44,64252,715,1
8245,18,0,Masters,52,41023,595,0
8246,60,41,Bachelors,32,69769,578,0
8247,24,6,Masters,40,45963,703,0
8248,33,9,Bachelors,40,51497,587,0
8249,35,13,HighSchool,29,31940,554,0
8250,62,37,HighSchool,24,76024,637,1
8251,30,10,HighSchool,41,51329,692,1
8252,49,25,HighSchool,27,82179,727,1
8253,50,29,Bachelors,36,65603,630,1
8254,43,20,Bachelors,46,60890,615,1
8255,42,18,Masters,53,77378,707,1
8256,58,40,HighSchool,24,96890,693,1
8257,32,14,HighSchool,46,23691,686,0
8258,39,16,PhD,49,61900,624,1
8259,53,32,PhD,52,69585,704,1
8260,37,15,PhD,30,55057,724,1
8261,65,40,Masters,58,77302,602,1
8262,30,12,Masters,59,38183,721,0
8263,64,42,Bachelors,53,76151,591,0
8264,32,8,Bachelors,41,58586,626,1
8265,23,5,PhD,31,-1055,685,0
8266,25,7,Masters,57,78582,734,1
8267,40,15,HighSchool,43,47402,675,0
8268,37,14,Masters,30,37526,612,0
8269,58,35,Bachelors,28,78610,676,1
8270,53,31,Bachelors,36,70882,571,0
8271,59,39,HighSchool,30,84416,655,1
8272,22,0,Bachelors,44,30401,680,0
8273,59,38,Masters,29,94868,670,1
8274,49,30,Bachelors,26,54145,820,1
8275,42,22,Masters,34,61518,659,1
8276,26,4,HighSchool,34,42398,653,0
8277,31,12,Masters,47,44345,706,0
8278,23,1,Bachelors,49,24796,585,0
8279,61,43,Masters,41,73183,566,0
8280,65,45,PhD,50,110810,665,1
8281,45,27,Masters,56,48715,670,0
8282,59,34,PhD,31,56763,733,1
8283,45,23,HighSchool,24,55430,661,1
8284,46,22,Masters,59,52295,596,0
8285,62,37,PhD,32,77103,720,1
8286,19,1,PhD,27,46872,598,0
8287,36,11,Masters,23,25840,547,0
8288,58,38,Bachelors,22,79114,671,1
8289,68,43,HighSchool,38,106480,786,1
8290,41,20,Bachelors,28,57100,735,1
8291,69,47,Bachelors,33,110618,745,1
8292,22,0,PhD,59,50030,595,0
8293,61,39,PhD,57,66612,656,1
8294,25,2,HighSchool,27,43436,705,0
8295,47,27,Bachelors,57,78744,667,1
8296,25,2,Masters,53,30590,675,0
8297,37,17,Bachelors,45,70382,568,0
8298,37,14,Masters,44,48303,513,0
8299,46,27,Masters,49,56495,584,0
8300,19,1,Masters,49,31986,631,0
8301,70,45,Masters,60,90337,670,1
8302,27,2,Masters,52,30673,624,0
8303,37,16,PhD,58,63615,586,0
8304,45,27,Masters,39,49451,633,0
8305,65,40,HighSchool,27,70309,643,1
8306,22,2,PhD,48,29075,603,0
8307,46,21,Masters,57,27374,742,0
8308,65,43,Masters,28,69317,661,1
8309,33,14,HighSchool,40,37290,681,0
8310,36,17,Bachelors,41,48328,767,0
8311,58,35,Masters,48,58909,592,0
8312,19,0,HighSchool,50,51856,587,0
8313,37,14,Masters,33,49650,652,0
8314,49,28,HighSchool,36,77814,698,1
8315,40,20,HighSchool,60,70548,739,1
8316,40,16,PhD,28,46849,716,0
8317,39,19,Masters,26,38219,650,0
8318,52,29,PhD,40,78903,734,1
8319,37,17,Masters,33,42266,665,0
8320,65,45,Bachelors,21,82237,670,1
8321,22,4,PhD,38,48832,609,0
8322,47,27,PhD,41,67670,670,1
8323,61,42,Masters,52,81477,655,1
8324,44,19,Bachelors,48,59082,666,1
8325,54,33,Bachelors,27,66386,586,0
8326,64,43,Bachelors,23,78010,652,1
8327,64,41,HighSchool,45,94369,606,1
8328,58,39,Masters,54,71126,643,1
8329,40,20,Bachelors,45,57490,802,1
8330,22,3,HighSchool,22,36462,548,0
8331,20,0,PhD,45,33241,591,0
8332,68,44,Bachelors,35,89669,639,1
8333,41,22,PhD,40,68731,697,1
8334,55,35,PhD,21,59999,713,1
8335,32,13,Masters,33,44294,693,0
8336,20,0,HighSchool,38,36857,771,0
8337,20,0,PhD,30,38701,727,0
8338,34,11,Bachelors,45,34251,654,0
8339,52,28,HighSchool,25,46195,656,0
8340,62,37,PhD,33,95401,583,0
8341,51,33,HighSchool,26,76797,668,1
8342,59,36,Bachelors,57,86298,688,1
8343,32,9,Bachelors,29,43813,729,0
8344,20,0,Masters,53,40736,583,0
8345,33,13,Masters,37,27147,620,0
8346,53,31,PhD,22,62501,683,1
8347,63,43,PhD,26,59749,720,1
8348,38,16,Bachelors,49,45379,626,0
8349,55,30,HighSchool,28,86986,749,1
8350,60,36,HighSchool,44,57579,574,0
8351,20,0,PhD,44,40838,667,0
8352,57,33,Masters,36,64984,739,1
8353,20,0,Bachelors,51,31501,653,0
8354,57,33,PhD,22,61288,691,1
8355,44,24,Bachelors,48,80511,471,0
8356,35,11,Masters,40,72301,635,1
8357,18,0,Masters,25,44813,697,0
8358,43,20,PhD,35,58819,690,1
8359,43,18,HighSchool,27,65143,687,1
8360,39,20,Bachelors,42,49254,624,0
8361,47,27,HighSchool,45,36338,553,0
8362,66,46,Bachelors,58,101308,700,1
8363,52,30,HighSchool,55,47651,693,0
8364,48,24,HighSchool,51,45363,709,0
8365,28,8,Masters,43,59789,524,0
8366,51,30,PhD,47,89924,658,1
8367,31,10,Masters,23,14611,640,0
8368,69,48,PhD,52,99012,783,1
8369,25,2,Bachelors,44,22443,686,0
8370,59,41,HighSchool,50,70981,611,1
8371,33,15,HighSchool,23,48142,685,0
8372,41,23,Bachelors,46,59953,639,1
8373,48,30,Bachelors,55,103536,683,1
8374,46,27,Masters,29,56777,605,1
8375,48,26,PhD,31,41046,650,0
8376,55,35,Bachelors,46,99133,642,1
8377,57,35,Masters,36,88086,759,1
8378,65,45,Bachelors,35,107093,608,1
8379,50,29,Bachelors,39,83140,664,1
8380,69,50,Masters,59,76532,648,1
8381,60,36,HighSchool,52,105344,669,1
8382,70,52,HighSchool,36,103363,655,1
8383,43,23,PhD,29,82301,646,1
8384,39,19,Bachelors,50,50431,691,1
8385,42,17,Bachelors,28,40032,547,0
8386,48,28,Bachelors,29,72770,686,1
8387,40,19,Bachelors,40,61218,659,1
8388,57,36,Bachelors,56,94774,618,1
8389,41,22,HighSchool,45,47605,742,0
8390,67,48,PhD,20,74735,637,1
8391,36,13,HighSchool,34,50744,719,1
8392,70,52,Masters,49,93294,685,1
8393,54,30,PhD,39,81970,605,1
8394,61,42,HighSchool,33,87179,630,1
8395,18,0,Bachelors,32,28976,614,0
8396,63,44,Masters,45,79444,708,1
8397,21,0,Bachelors,47,14695,599,0
8398,50,27,HighSchool,44,41913,679,0
8399,44,21,Masters,59,44490,570,0
8400,22,0,PhD,57,32099,658,0
8401,29,9,Bachelors,44,42013,709,0
8402,63,40,HighSchool,38,81562,753,1
8403,65,43,Bachelors,36,94816,640,1
8404,24,0,Bachelors,47,39796,727,0
8405,48,26,Masters,29,62769,678,1
8406,29,7,Bachelors,26,46027,534,0
8407,48,27,HighSchool,56,79942,658,1
8408,46,25,HighSchool,49,62948,665,1
8409,29,6,Bachelors,55,35419,723,0
8410,31,10,Bachelors,50,57164,684,1
8411,31,8,HighSchool,33,32961,717,0
8412,30,8,Bachelors,24,24155,480,0
8413,56,37,PhD,34,83548,630,1
8414,40,18,PhD,60,71761,683,1
8415,34,13,Bachelors,60,29496,524,0
8416,28,5,Masters,26,18457,656,0
8417,54,34,Bachelors,22,52424,702,1
8418,54,32,Masters,55,71367,610,1
8419,50,28,Masters,49,82369,710,1
8420,54,35,HighSchool,47,75516,582,0
8421,36,15,HighSchool,39,39061,751,0
8422,39,20,Bachelors,33,88211,562,0
8423,25,4,PhD,49,29166,522,0
8424,23,0,HighSchool,47,40142,595,0
8425,33,12,PhD,21,18530,660,0
8426,62,41,PhD,50,99728,688,1
8427,34,9,HighSchool,46,18380,554,0
8428,41,20,HighSchool,31,73910,727,1
8429,70,48,HighSchool,44,78951,596,0
8430,56,32,PhD,29,74382,605,1
8431,53,29,Bachelors,59,79482,741,1
8432,24,0,PhD,55,55455,605,1
8433,38,14,Masters,51,54580,647,1
8434,67,48,Bachelors,60,88205,689,1
8435,25,0,Masters,40,35549,598,0
8436,24,0,HighSchool,38,26287,565,0
8437,64,42,HighSchool,34,67194,602,1
8438,42,17,Masters,38,42969,710,0
8439,55,37,Masters,25,71193,715,1
8440,60,42,Masters,45,91324,749,1
8441,21,0,Masters,40,45432,749,0
8442,29,8,HighSchool,33,51910,728,1
8443,45,20,Bachelors,39,59844,713,1
8444,62,39,HighSchool,58,58971,677,1
8445,44,23,Masters,52,84439,604,1
8446,60,40,Bachelors,41,74901,544,0
8447,35,14,PhD,46,55675,717,1
8448,50,25,HighSchool,24,49972,658,0
8449,69,45,Masters,33,97309,636,1
8450,66,43,Masters,32,54271,551,0
8451,69,51,PhD,56,84525,641,1
8452,67,47,Masters,54,70240,713,1
8453,21,0,Bachelors,53,24326,743,0
8454,35,16,PhD,57,64321,776,1
8455,57,35,Bachelors,25,62113,733,1
8456,25,3,Bachelors,24,22801,697,0
8457,20,0,PhD,44,53031,772,1
8458,53,30,PhD,36,69937,653,1
8459,67,44,Bachelors,51,77129,590,0
8460,68,50,Bachelors,43,92743,727,1
8461,42,21,HighSchool,48,64984,550,0
8462,46,21,Masters,24,52172,648,1
8463,19,0,Masters,26,18958,610,0
8464,49,29,Bachelors,37,80529,628,1
8465,41,23,Masters,27,54429,625,1
8466,21,1,Bachelors,28,37497,662,0
8467,38,19,Bachelors,59,69781,657,1
8468,62,39,HighSchool,24,75371,619,1
8469,46,24,PhD,31,54361,634,1
8470,40,17,Masters,28,49844,732,0
8471,62,44,Masters,59,107476,629,1
8472,48,26,Masters,44,75418,625,1
8473,26,2,Bachelors,32,40781,812,0
8474,67,45,PhD,41,117055,713,1
8475,31,9,Bachelors,23,26024,628,0
8476,31,13,HighSchool,47,53936,581,0
8477,67,45,Masters,57,104950,667,1
8478,65,44,Masters,27,103091,626,1
8479,65,44,Bachelors,38,79890,550,0
8480,66,48,PhD,27,59220,612,1
8481,24,4,HighSchool,44,23076,522,0
8482,60,39,Bachelors,34,108453,715,1
8483,47,28,HighSchool,21,24791,603,0
8484,21,1,Bachelors,54,8052,598,0
8485,54,29,HighSchool,28,69802,550,0
8486,40,15,Masters,35,51674,578,0
8487,35,16,HighSchool,58,51163,612,1
8488,36,11,Bachelors,53,33572,709,0
8489,54,30,Bachelors,39,75493,553,0
8490,32,10,Bachelors,23,41512,728,0
8491,40,21,Masters,40,61711,651,1
8492,59,41,Bachelors,59,75257,543,0
8493,26,2,Bachelors,59,29567,727,0
8494,58,39,HighSchool,44,90108,585,0
8495,32,11,Bachelors,48,14801,786,0
8496,70,49,Masters,54,80668,528,0
8497,62,40,PhD,45,62054,637,1
8498,28,7,Masters,55,37331,701,0
8499,29,11,HighSchool,20,36092,619,0
8500,58,35,Masters,39,76525,562,0
8501,37,12,Bachelors,20,35550,657,0
8502,24,0,HighSchool,32,25623,611,0
8503,64,39,PhD,41,75334,634,1
8504,40,18,Bachelors,56,92526,730,1
8505,31,11,HighSchool,37,48166,664,0
8506,58,33,Bachelors,52,75577,626,1
8507,27,2,Bachelors,58,24368,761,0
8508,38,15,HighSchool,29,31499,682,0
8509,59,41,PhD,58,55894,721,1
8510,59,38,Bachelors,21,74450,610,1
8511,24,0,PhD,47,17036,683,0
8512,57,37,HighSchool,30,57832,654,1
8513,24,3,Bachelors,39,14520,760,0
8514,40,20,Masters,45,71428,622,1
8515,22,2,Masters,58,71047,680,1
8516,54,32,Masters,24,65678,567,0
8517,31,6,PhD,32,37642,531,0
8518,63,43,Masters,46,109001,602,1
8519,40,16,Masters,51,36182,685,0
8520,60,37,PhD,51,77462,589,0
8521,53,29,Masters,23,45573,707,0
8522,67,43,Masters,41,97166,677,1
8523,59,41,Masters,59,120938,835,1
8524,39,15,PhD,20,40654,689,0
8525,34,10,PhD,59,31548,756,0
8526,52,34,Masters,45,72844,654,1
8527,58,34,Bachelors,52,68517,525,0
8528,29,6,HighSchool,38,45253,673,0
8529,47,24,HighSchool,60,64524,637,1
8530,57,37,Bachelors,41,81060,689,1
8531,67,46,HighSchool,31,64931,599,0
8532,36,14,PhD,28,56919,609,1
8533,38,19,Masters,52,38875,670,0
8534,48,29,Masters,26,76305,719,1
8535,39,17,Masters,55,37106,584,0
8536,52,29,Bachelors,60,83543,646,1
8537,50,28,HighSchool,47,58720,623,1
8538,40,17,Bachelors,28,32645,625,0
8539,61,38,HighSchool,28,93495,645,1
8540,20,1,HighSchool,51,24033,548,0
8541,47,26,HighSchool,27,87172,721,1
8542,45,24,Bachelors,47,74328,577,0
8543,57,38,HighSchool,40,71683,600,0
8544,66,43,PhD,60,101796,571,0
8545,46,24,HighSchool,21,63235,595,0
8546,49,26,Bachelors,36,101561,534,0
8547,40,18,Bachelors,25,61693,656,1
8548,19,0,HighSchool,52,43728,740,0
8549,44,21,Masters,56,78353,667,1
8550,46,26,Masters,41,77654,664,1
8551,25,2,HighSchool,58,49500,664,0
8552,41,16,PhD,20,74488,634,1
8553,68,44,HighSchool,45,104965,707,1
8554,55,33,HighSchool,33,71309,521,0
8555,28,6,Bachelors,44,47898,600,0
8556,67,44,Masters,54,105946,634,1
8557,65,47,PhD,57,87674,624,1
8558,26,2,HighSchool,43,18143,717,0
8559,34,16,PhD,21,58289,568,0
8560,49,25,HighSchool,21,79901,657,1
8561,40,21,Bachelors,21,74017,594,0
8562,34,11,PhD,57,78779,759,1
8563,48,27,Masters,58,69096,695,1
8564,40,16,Bachelors,33,29898,663,0
8565,50,28,HighSchool,35,61398,536,0
8566,63,38,HighSchool,27,67711,638,1
8567,68,49,HighSchool,34,90741,728,1
8568,38,18,Bachelors,32,60331,678,1
8569,35,16,PhD,20,30227,524,0
8570,66,47,Bachelors,51,65916,647,1
8571,44,23,Bachelors,52,35849,661,0
8572,59,41,HighSchool,32,74617,611,1
8573,65,47,Bachelors,31,94987,608,1
8574,51,29,Bachelors,40,80072,702,1
8575,67,48,PhD,36,73787,609,1
8576,69,51,Masters,29,83199,594,0
8577,57,39,HighSchool,60,89677,703,1
8578,26,4,HighSchool,51,47542,659,0
8579,69,48,HighSchool,35,65594,653,1
8580,31,9,HighSchool,34,73618,637,1
8581,39,14,Bachelors,41,43411,553,0
8582,49,28,Bachelors,35,80132,609,1
8583,32,8,Bachelors,30,58791,678,1
8584,39,19,PhD,59,47975,682,0
8585,36,12,Bachelors,25,72921,744,1
8586,18,0,PhD,30,36836,660,0
8587,24,4,Masters,20,5827,682,0
8588,42,18,Masters,60,44992,571,0
8589,31,7,Bachelors,56,62700,734,1
8590,33,10,HighSchool,60,54281,623,1
8591,35,13,PhD,54,88178,555,0
8592,70,47,HighSchool,57,106489,716,1
8593,70,48,Masters,42,85736,802,1
8594,55,33,PhD,29,58267,712,1
8595,27,9,Masters,51,45973,782,0
8596,26,7,PhD,43,24743,697,0
8597,55,37,Masters,44,63669,776,1
8598,37,15,Masters,46,46869,587,0
8599,37,18,Masters,40,57920,681,1
8600,50,26,Masters,44,63243,661,1
8601,53,32,HighSchool,36,69659,678,1
8602,53,31,Bachelors,24,65972,743,1
8603,32,8,PhD,41,41196,699,0
8604,31,6,PhD,50,48533,627,0
8605,67,42,HighSchool,43,83226,690,1
8606,34,15,Bachelors,40,93998,611,1
8607,18,0,Bachelors,37,31539,605,0
8608,48,28,Bachelors,34,92929,628,1
8609,27,9,PhD,39,59893,601,1
8610,40,19,PhD,23,54288,641,1
8611,45,24,Bachelors,35,31178,559,0
8612,53,28,PhD,33,65666,716,1
8613,24,6,Masters,53,51096,742,1
8614,41,18,Bachelors,46,63693,635,1
8615,23,1,Masters,26,26275,561,0
8616,40,21,HighSchool,26,59168,559,0
8617,35,15,HighSchool,51,63077,549,0
8618,33,11,Bachelors,20,30928,673,0
8619,60,37,Masters,32,77685,607,1
8620,36,11,HighSchool,58,30829,683,0
8621,35,17,Bachelors,31,46618,704,0
8622,30,12,HighSchool,59,38232,566,0
8623,66,41,Bachelors,27,69737,684,1
8624,36,15,HighSchool,53,41470,564,0
8625,66,46,Masters,36,74997,656,1
8626,54,36,PhD,27,76265,632,1
8627,28,5,PhD,59,57141,494,0
8628,45,26,HighSchool,29,57503,682,1
8629,50,30,PhD,30,77433,648,1
8630,57,34,Bachelors,22,49237,683,0
8631,58,39,Masters,29,83048,570,0
8632,23,4,PhD,51,26019,647,0
8633,45,21,Masters,23,80106,589,0
8634,21,3,Masters,37,33808,663,0
8635,27,2,PhD,44,56282,687,1
8636,26,5,HighSchool,44,57949,752,1
8637,41,22,HighSchool,22,67704,658,1
8638,44,21,PhD,39,58673,771,1
8639,48,27,Masters,48,94005,627,1
8640,23,1,Masters,52,50073,681,1
8641,21,1,HighSchool,31,25449,634,0
8642,28,7,PhD,32,54912,641,1
8643,26,3,HighSchool,25,45286,729,0
8644,20,0,HighSchool,23,31791,683,0
8645,46,28,Masters,22,47912,701,0
8646,36,16,Masters,30,53854,619,1
8647,28,5,Masters,45,25182,760,0
8648,63,41,PhD,44,83430,677,1
8649,56,37,Masters,43,65046,724,1
8650,21,0,PhD,41,40940,850,0
8651,36,16,Bachelors,48,75915,812,1
8652,45,21,PhD,44,58173,613,1
8653,44,19,PhD,24,28461,654,0
8654,55,37,Masters,42,90551,648,1
8655,28,8,Masters,30,33555,588,0
8656,68,44,Masters,29,67875,721,1
8657,52,34,PhD,37,72706,678,1
8658,59,35,HighSchool,32,65374,763,1
8659,50,25,Bachelors,24,60789,663,1
8660,40,16,Masters,35,64478,591,0
8661,41,21,HighSchool,26,55983,551,0
8662,61,38,Masters,31,74688,680,1
8663,19,0,Bachelors,60,-1938,691,0
8664,21,0,HighSchool,53,39646,601,0
8665,51,28,Masters,52,46707,514,0
8666,45,23,Masters,36,47476,593,0
8667,66,41,PhD,36,96365,734,1
8668,28,10,Masters,33,35100,678,0
8669,48,25,PhD,52,64071,845,1
8670,61,38,HighSchool,48,58746,635,1
8671,45,20,Bachelors,40,58767,767,1
8672,24,1,HighSchool,54,61718,510,0
